task,task_type,model,seed,seq_len,epochs,bsz,primary,metrics_json
re3d,ner,ConfliBERT-v2-aug-wsd-psfix,123,128,5,16,0.6861,"{""f1_micro"": 0.6861016949152542, ""f1_macro"": 0.5926656370567729, ""precision"": 0.6332916145181476, ""recall"": 0.7485207100591716, ""acc"": 0.8887409661468239, ""primary"": 0.6861016949152542, ""lr"": 0.00024, ""dev_primary"": 0.6967}"
re3d,ner,ConfliBERT-v2-aug-wsd-psfix,124,128,5,16,0.68371,"{""f1_micro"": 0.6837146702557201, ""f1_macro"": 0.5653668528664745, ""precision"": 0.6271604938271605, ""recall"": 0.7514792899408284, ""acc"": 0.891783948269304, ""primary"": 0.6837146702557201, ""lr"": 0.00024, ""dev_primary"": 0.70777}"
re3d,ner,ConfliBERT-v2-aug-wsd-psfix,125,128,5,16,0.68099,"{""f1_micro"": 0.6809939556749496, ""f1_macro"": 0.6039419413653582, ""precision"": 0.6236162361623616, ""recall"": 0.75, ""acc"": 0.892925066565234, ""primary"": 0.6809939556749496, ""lr"": 0.00024, ""dev_primary"": 0.69642}"
cameo_ner,ner,ConfliBERT-v2-aug-wsd-psfix,123,128,5,16,0.65944,"{""f1_micro"": 0.6594360086767895, ""f1_macro"": 0.5742452913573218, ""precision"": 0.6359832635983264, ""recall"": 0.6846846846846847, ""acc"": 0.9125401385837417, ""primary"": 0.6594360086767895, ""lr"": 5e-05, ""dev_primary"": 0.68588}"
cameo_ner,ner,ConfliBERT-v2-aug-wsd-psfix,123,128,5,16,0.67449,"{""f1_micro"": 0.6744930629669157, ""f1_macro"": 0.5800689476515951, ""precision"": 0.640973630831643, ""recall"": 0.7117117117117117, ""acc"": 0.920567855332094, ""primary"": 0.6744930629669157, ""lr"": 8e-05, ""dev_primary"": 0.71736}"
cameo_ner,ner,ConfliBERT-v2-aug-wsd-psfix,123,128,5,16,0.71978,"{""f1_micro"": 0.7197831978319783, ""f1_macro"": 0.6614238053411, ""precision"": 0.6938349007314525, ""recall"": 0.7477477477477478, ""acc"": 0.9258069967889133, ""primary"": 0.7197831978319783, ""lr"": 0.00016, ""dev_primary"": 0.75}"
cameo_ner,ner,ConfliBERT-v2-aug-wsd-psfix,123,128,5,16,0.7084,"{""f1_micro"": 0.7084019769357495, ""f1_macro"": 0.6580695962312995, ""precision"": 0.6913183279742765, ""recall"": 0.7263513513513513, ""acc"": 0.9182017914483691, ""primary"": 0.7084019769357495, ""lr"": 0.00024, ""dev_primary"": 0.7344}"
cameo_ner,ner,ConfliBERT-v2-aug-wsd-psfix,124,128,5,16,0.74563,"{""f1_micro"": 0.7456331877729259, ""f1_macro"": 0.6824316270585485, ""precision"": 0.7235169491525424, ""recall"": 0.7691441441441441, ""acc"": 0.9299476085854318, ""primary"": 0.7456331877729259, ""lr"": 0.00016, ""dev_primary"": 0.78592}"
cameo_ner,ner,ConfliBERT-v2-aug-wsd-psfix,125,128,5,16,0.72848,"{""f1_micro"": 0.7284768211920529, ""f1_macro"": 0.646445020769546, ""precision"": 0.7142857142857143, ""recall"": 0.7432432432432432, ""acc"": 0.928849078925131, ""primary"": 0.7284768211920529, ""lr"": 0.00016, ""dev_primary"": 0.76716}"
re3d,ner,ConfliBERT-v2-wsd-5b-psfix,123,128,5,16,0.64393,"{""f1_micro"": 0.6439290586630285, ""f1_macro"": 0.5191097506143111, ""precision"": 0.5974683544303797, ""recall"": 0.6982248520710059, ""acc"": 0.8822746291365539, ""primary"": 0.6439290586630285, ""lr"": 5e-05, ""dev_primary"": 0.6539}"
re3d,ner,ConfliBERT-v2-wsd-5b-psfix,123,128,5,16,0.65472,"{""f1_micro"": 0.6547208821502412, ""f1_macro"": 0.539049214079854, ""precision"": 0.6129032258064516, ""recall"": 0.7026627218934911, ""acc"": 0.8866489159376189, ""primary"": 0.6547208821502412, ""lr"": 8e-05, ""dev_primary"": 0.67122}"
re3d,ner,ConfliBERT-v2-wsd-5b-psfix,123,128,5,16,0.69096,"{""f1_micro"": 0.6909581646423751, ""f1_macro"": 0.5832325064457924, ""precision"": 0.6352357320099256, ""recall"": 0.757396449704142, ""acc"": 0.895207303157094, ""primary"": 0.6909581646423751, ""lr"": 0.00016, ""dev_primary"": 0.69873}"
re3d,ner,ConfliBERT-v2-wsd-5b-psfix,123,128,5,16,0.69262,"{""f1_micro"": 0.6926229508196722, ""f1_macro"": 0.5995287432855017, ""precision"": 0.6434010152284264, ""recall"": 0.75, ""acc"": 0.895017116774439, ""primary"": 0.6926229508196722, ""lr"": 0.00024, ""dev_primary"": 0.70398}"
re3d,ner,ConfliBERT-v2-wsd-5b-psfix,124,128,5,16,0.68145,"{""f1_micro"": 0.6814516129032258, ""f1_macro"": 0.5908124746971983, ""precision"": 0.624384236453202, ""recall"": 0.75, ""acc"": 0.8885507797641689, ""primary"": 0.6814516129032258, ""lr"": 0.00024, ""dev_primary"": 0.70792}"
re3d,ner,ConfliBERT-v2-wsd-5b-psfix,125,128,5,16,0.6747,"{""f1_micro"": 0.6746987951807228, ""f1_macro"": 0.5789168949769576, ""precision"": 0.6161369193154034, ""recall"": 0.7455621301775148, ""acc"": 0.890833016356029, ""primary"": 0.6746987951807228, ""lr"": 0.00024, ""dev_primary"": 0.7095}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-psfix,123,128,5,16,0.63707,"{""f1_micro"": 0.6370676303562209, ""f1_macro"": 0.5327822125784446, ""precision"": 0.5881792183031459, ""recall"": 0.6948198198198198, ""acc"": 0.9093290518844008, ""primary"": 0.6370676303562209, ""lr"": 5e-05, ""dev_primary"": 0.68313}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-psfix,123,128,5,16,0.69321,"{""f1_micro"": 0.6932136848008974, ""f1_macro"": 0.6088403951117455, ""precision"": 0.6905027932960894, ""recall"": 0.6959459459459459, ""acc"": 0.9155822207199594, ""primary"": 0.6932136848008974, ""lr"": 8e-05, ""dev_primary"": 0.73792}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-psfix,123,128,5,16,0.73393,"{""f1_micro"": 0.733934611048478, ""f1_macro"": 0.6653090424782103, ""precision"": 0.7347629796839729, ""recall"": 0.7331081081081081, ""acc"": 0.9237789420314348, ""primary"": 0.733934611048478, ""lr"": 0.00016, ""dev_primary"": 0.76946}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-psfix,123,128,5,16,0.73105,"{""f1_micro"": 0.7310499719258844, ""f1_macro"": 0.6472747879771088, ""precision"": 0.729003359462486, ""recall"": 0.7331081081081081, ""acc"": 0.9220043941186412, ""primary"": 0.7310499719258844, ""lr"": 0.00024, ""dev_primary"": 0.8048}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-psfix,124,128,5,16,0.71317,"{""f1_micro"": 0.7131696428571429, ""f1_macro"": 0.6240466957169636, ""precision"": 0.706858407079646, ""recall"": 0.7195945945945946, ""acc"": 0.9221733986817644, ""primary"": 0.7131696428571429, ""lr"": 0.00024, ""dev_primary"": 0.75037}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-psfix,125,128,5,16,0.75379,"{""f1_micro"": 0.7537857543466069, ""f1_macro"": 0.6823946489925007, ""precision"": 0.7508379888268156, ""recall"": 0.7567567567567568, ""acc"": 0.9295250971776238, ""primary"": 0.7537857543466069, ""lr"": 0.00024, ""dev_primary"": 0.7739}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,123,128,5,16,0.65834,"{""f1_micro"": 0.6583378598587725, ""f1_macro"": 0.5937928881664989, ""precision"": 0.6358866736621196, ""recall"": 0.6824324324324325, ""acc"": 0.9157512252830826, ""primary"": 0.6583378598587725, ""lr"": 5e-05, ""dev_primary"": 0.69264}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,123,128,5,16,0.72146,"{""f1_micro"": 0.7214561500275786, ""f1_macro"": 0.664135696337365, ""precision"": 0.707027027027027, ""recall"": 0.7364864864864865, ""acc"": 0.9252154808179821, ""primary"": 0.7214561500275786, ""lr"": 8e-05, ""dev_primary"": 0.73684}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,123,128,5,16,0.74706,"{""f1_micro"": 0.7470555243970834, ""f1_macro"": 0.689316406153701, ""precision"": 0.7441340782122905, ""recall"": 0.75, ""acc"": 0.9295250971776238, ""primary"": 0.7470555243970834, ""lr"": 0.00016, ""dev_primary"": 0.77991}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,123,128,5,16,0.75182,"{""f1_micro"": 0.7518207282913165, ""f1_macro"": 0.6901394116187487, ""precision"": 0.7480490523968785, ""recall"": 0.7556306306306306, ""acc"": 0.9252154808179821, ""primary"": 0.7518207282913165, ""lr"": 0.00024, ""dev_primary"": 0.80775}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,124,128,5,16,0.75164,"{""f1_micro"": 0.75164113785558, ""f1_macro"": 0.6942484998696229, ""precision"": 0.7308510638297873, ""recall"": 0.7736486486486487, ""acc"": 0.9307081291194862, ""primary"": 0.75164113785558, ""lr"": 0.00024, ""dev_primary"": 0.76331}"
cameo_ner,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,125,128,5,16,0.75108,"{""f1_micro"": 0.751082251082251, ""f1_macro"": 0.6739525699296461, ""precision"": 0.7229166666666667, ""recall"": 0.7815315315315315, ""acc"": 0.9315531519351022, ""primary"": 0.751082251082251, ""lr"": 0.00024, ""dev_primary"": 0.80175}"
re3d,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,123,128,5,16,0.65088,"{""f1_micro"": 0.6508795669824087, ""f1_macro"": 0.5116261921714097, ""precision"": 0.5997506234413965, ""recall"": 0.7115384615384616, ""acc"": 0.8837961201977939, ""primary"": 0.6508795669824087, ""lr"": 5e-05, ""dev_primary"": 0.6288}"
re3d,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,123,128,5,16,0.65418,"{""f1_micro"": 0.654180602006689, ""f1_macro"": 0.494806339287521, ""precision"": 0.5970695970695971, ""recall"": 0.7233727810650887, ""acc"": 0.8898820844427539, ""primary"": 0.654180602006689, ""lr"": 8e-05, ""dev_primary"": 0.67686}"
re3d,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,123,128,5,16,0.66935,"{""f1_micro"": 0.6693548387096773, ""f1_macro"": 0.5782383480178561, ""precision"": 0.6133004926108374, ""recall"": 0.7366863905325444, ""acc"": 0.8902624572080639, ""primary"": 0.6693548387096773, ""lr"": 0.00016, ""dev_primary"": 0.70292}"
re3d,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,123,128,5,16,0.67694,"{""f1_micro"": 0.6769436997319034, ""f1_macro"": 0.5862661378303313, ""precision"": 0.6188725490196079, ""recall"": 0.7470414201183432, ""acc"": 0.8904526435907189, ""primary"": 0.6769436997319034, ""lr"": 0.00024, ""dev_primary"": 0.71476}"
re3d,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,124,128,5,16,0.69736,"{""f1_micro"": 0.6973595125253893, ""f1_macro"": 0.6119708539392738, ""precision"": 0.6429463171036205, ""recall"": 0.7618343195266272, ""acc"": 0.894256371243819, ""primary"": 0.6973595125253893, ""lr"": 0.00024, ""dev_primary"": 0.70755}"
re3d,ner,ConfliBERT-v2-wsd-5b-TAPT-psfix,125,128,5,16,0.6793,"{""f1_micro"": 0.679296346414073, ""f1_macro"": 0.5868483471590337, ""precision"": 0.6259351620947631, ""recall"": 0.742603550295858, ""acc"": 0.893685812095854, ""primary"": 0.679296346414073, ""lr"": 0.00024, ""dev_primary"": 0.69565}"
