step,tokens_seen,train_loss,eval_loss,eval_ppl,lr,grad_norm,tokens_per_sec,wall_s
25,6553600,1.7429200744628905,,,2.515723270440252e-06,1.8692057132720947,49646.9,132.0
50,13107200,1.703027801513672,,,5.1362683438155135e-06,0.9124568700790405,49814.7,263.1
75,19660800,1.6523487854003907,,,7.756813417190776e-06,0.7381651401519775,49883.0,394.1
100,26214400,1.6329525756835936,,,1.0377358490566038e-05,0.506851077079773,49872.4,525.6
125,32768000,1.61655517578125,,,1.29979035639413e-05,0.814556360244751,49875.6,657.0
150,39321600,1.5981025695800781,,,1.5618448637316562e-05,0.8966753482818604,49881.9,788.3
175,45875200,1.586980743408203,,,1.8238993710691824e-05,0.43636614084243774,49880.8,919.7
200,52428800,1.5824952697753907,,,2.0859538784067086e-05,0.4524066150188446,49879.8,1051.1
225,58982400,1.5706336975097657,,,2.348008385744235e-05,0.42655113339424133,49890.1,1182.2
250,65536000,1.56772705078125,,,2.610062893081761e-05,0.5730006694793701,49897.2,1313.4
275,72089600,1.5585667419433593,,,2.8721174004192875e-05,0.40466514229774475,49899.8,1444.7
300,78643200,1.5557839965820313,,,3.134171907756814e-05,0.40921083092689514,49905.9,1575.8
325,85196800,1.549477081298828,,,3.39622641509434e-05,0.3927948474884033,49902.2,1707.3
350,91750400,1.5361459350585938,,,3.658280922431866e-05,0.3914465308189392,49901.0,1838.6
375,98304000,1.5320281982421875,,,3.920335429769392e-05,0.3900578022003174,49898.9,1970.1
400,104857600,1.5363717651367188,,,4.1823899371069185e-05,0.40782061219215393,49894.5,2101.6
425,111411200,1.5198652648925781,,,4.4444444444444447e-05,0.4044838845729828,49901.7,2232.6
450,117964800,1.5199244689941407,,,4.706498951781971e-05,0.4012221097946167,49895.8,2364.2
475,124518400,1.514296875,,,4.968553459119497e-05,0.40883636474609375,49900.1,2495.4
500,131072000,1.511948699951172,,,4.999927288199453e-05,0.40517210960388184,49898.8,2626.8
525,137625600,1.5150871276855469,,,4.999668145470158e-05,0.4017150104045868,49842.2,2761.2
550,144179200,1.5044606018066407,,,4.9992212391923546e-05,0.39968058466911316,49843.2,2892.7
575,150732800,1.5052392578125,,,4.998586602935581e-05,0.3910562992095947,49847.3,3023.9
600,157286400,1.4987060546875,,,4.9977642843707884e-05,0.40390029549598694,49845.6,3155.5
625,163840000,1.497794189453125,,,4.996754345266756e-05,0.3897753953933716,49850.3,3286.6
650,170393600,1.4941921997070313,,,4.995556861485456e-05,0.39531248807907104,49850.5,3418.1
675,176947200,1.48976806640625,,,4.994171922976348e-05,0.3727327585220337,49850.7,3549.5
700,183500800,1.4912187194824218,,,4.992599633769629e-05,0.38609158992767334,49854.1,3680.8
725,190054400,1.4839109802246093,,,4.990840111968418e-05,0.3930683135986328,49856.4,3812.0
750,196608000,1.4846626281738282,,,4.9888934897398796e-05,0.3908008337020874,49861.0,3943.1
775,203161600,1.482173309326172,,,4.9867599133053034e-05,0.3747117519378662,49862.3,4074.5
800,209715200,1.4775599670410156,,,4.984439542929117e-05,0.3831486403942108,49861.7,4205.9
825,216268800,1.484361114501953,,,4.981932552906846e-05,0.3906538784503937,49862.1,4337.3
850,222822400,1.4784049987792969,,,4.979239131552025e-05,0.40271300077438354,49862.5,4468.7
875,229376000,1.4711418151855469,,,4.9763594811820496e-05,0.3995510935783386,49862.2,4600.2
900,235929600,1.4717317199707032,,,4.973293818102982e-05,0.38199132680892944,49859.4,4731.9
925,242483200,1.4681256103515625,,,4.970042372593302e-05,0.3859354853630066,49860.5,4863.2
950,249036800,1.4673606872558593,,,4.966605388886607e-05,0.4061572849750519,49861.0,4994.6
975,255590400,1.4642823791503907,,,4.962983125153271e-05,0.3933899402618408,49862.3,5125.9
1000,262144000,1.45970458984375,,,4.959175853481047e-05,0.3823094367980957,49862.2,5257.4
1000,262144000,,1.4703315496444702,4.351,,,49533.0,5292.3
1025,268697600,1.466878662109375,,,4.955183859854633e-05,0.3780854046344757,49513.4,5426.8
1050,275251200,1.4643060302734374,,,4.951007444134189e-05,0.398468554019928,49523.1,5558.0
1075,281804800,1.4621697998046874,,,4.9466469200328124e-05,0.3827836513519287,49529.0,5689.7
1100,288358400,1.4613209533691407,,,4.942102615092973e-05,0.8180174231529236,49538.9,5820.8
1125,294912000,1.4608753967285155,,,4.9373748706619106e-05,0.38210898637771606,49546.3,5952.2
1150,301465600,1.4605397033691405,,,4.932464041865992e-05,0.4181659519672394,49554.4,6083.5
1175,308019200,1.4604371643066407,,,4.9273704975840414e-05,0.3814343810081482,49560.4,6215.0
1200,314572800,1.4524935913085937,,,4.922094620419624e-05,0.4150599241256714,49569.9,6346.0
1225,321126400,1.4597200012207032,,,4.916636806672314e-05,0.37428537011146545,49577.6,6477.2
1250,327680000,1.4542816162109375,,,4.910997466307921e-05,0.3804663121700287,49583.3,6608.7
1275,334233600,1.4528811645507813,,,4.905177022927697e-05,0.38673001527786255,49590.8,6739.8
1300,340787200,1.4519712829589844,,,4.899175913736519e-05,0.3617854714393616,49597.1,6871.1
1325,347340800,1.4506898498535157,,,4.892994589510047e-05,0.36737382411956787,49602.7,7002.5
1350,353894400,1.453426055908203,,,4.8866335145608635e-05,0.38348498940467834,49607.0,7134.0
1375,360448000,1.4496784973144532,,,4.8800931667035946e-05,0.39751794934272766,49613.7,7265.1
1400,367001600,1.450028533935547,,,4.873374037219025e-05,0.39727625250816345,49617.6,7396.6
1425,373555200,1.4484042358398437,,,4.866476630817187e-05,0.37617307901382446,49621.0,7528.2
1450,380108800,1.4458056640625,,,4.859401465599456e-05,0.3693033754825592,49623.3,7659.9
1475,386662400,1.4382701110839844,,,4.852149073019627e-05,0.39257773756980896,49629.2,7791.0
1500,393216000,1.4469041442871093,,,4.8447199978440036e-05,0.38203462958335876,49632.4,7922.6
1525,399769600,1.4432347106933594,,,4.837114798110464e-05,0.4111495614051819,49616.9,8057.1
1550,406323200,1.4444615173339843,,,4.8293340450865565e-05,0.3983645439147949,49620.4,8188.6
1575,412876800,1.432897186279297,,,4.821378323226582e-05,0.3756386637687683,49624.1,8320.1
1600,419430400,1.43850830078125,,,4.8132482301276925e-05,0.3909071385860443,49628.3,8451.4
1625,425984000,1.4386390686035155,,,4.804944376485007e-05,0.384029746055603,49631.6,8582.9
1650,432537600,1.4351251220703125,,,4.79646738604573e-05,0.4046207666397095,49635.7,8714.2
1675,439091200,1.4380815124511719,,,4.787817895562309e-05,0.37939563393592834,49640.4,8845.4
1700,445644800,1.4358998107910157,,,4.778996554744599e-05,0.3695264458656311,49644.4,8976.7
1725,452198400,1.4303225708007812,,,4.770004026211058e-05,0.3706676661968231,49646.7,9108.3
1750,458752000,1.4346241760253906,,,4.760840985438977e-05,0.3724479079246521,49647.2,9240.2
1775,465305600,1.4357913208007813,,,4.751508120713741e-05,0.3953659236431122,49650.7,9371.6
